date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:04	667615/667615	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-a2fdf%22	https://transvelo.github.io/electro-html/2.0/html/home/home-v3-full-color-bg.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/home-v3-full-color-bg.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:05	556513/556513	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-87de1%22	https://transvelo.github.io/electro-html/2.0/html/home/home-v4.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/home-v4.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:05	734857/734857	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-b3689%22	https://transvelo.github.io/electro-html/2.0/html/home/home-v5.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/home-v5.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:06	959752/959752	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-ea508%22	https://transvelo.github.io/electro-html/2.0/html/home/home-v6.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/home-v6.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:06	448613/448613	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-6d865%22	https://transvelo.github.io/electro-html/2.0/html/home/home-v7.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/home-v7.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:07	246589/246589	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-3c33d%22	https://transvelo.github.io/electro-html/2.0/html/home/about.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/about.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:07	233344/233344	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-38f80%22	https://transvelo.github.io/electro-html/2.0/html/home/contact-v1.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/contact-v1.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:08	232808/232808	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-38d68%22	https://transvelo.github.io/electro-html/2.0/html/home/contact-v2.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/contact-v2.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:08	241182/241182	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-3ae1e%22	https://transvelo.github.io/electro-html/2.0/html/home/faq.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/faq.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:09	237468/237468	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-39f9c%22	https://transvelo.github.io/electro-html/2.0/html/home/store-directory.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/store-directory.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:10	229927/229927	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-38227%22	https://transvelo.github.io/electro-html/2.0/html/home/terms-and-conditions.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/terms-and-conditions.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:10	269365/269365	---M-Z	200	added ('OK')	text/html	etag:W/%225ee893c0-41c35%22	https://transvelo.github.io/electro-html/2.0/html/home/404.html	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/html/home/404.html	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:11	56755/56755	---M--	200	added ('OK')	image/png	etag:%225ee893c0-ddb3%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img1.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img1.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:12	66841/66841	---M--	200	added ('OK')	image/png	etag:%225ee893c0-10519%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img4.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img4.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:12	103052/103052	---M--	200	added ('OK')	image/png	etag:%225ee893c0-1928c%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img3.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img3.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:12	132225/132225	---M--	200	added ('OK')	image/png	etag:%225ee893c0-20481%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img2.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img2.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:14	59280/59280	---M--	200	added ('OK')	image/png	etag:%225ee893c0-e790%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img5.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img5.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:14	102839/102839	---M--	200	added ('OK')	image/png	etag:%225ee893c0-191b7%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img6.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img6.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:15	247227/247227	---M--	200	added ('OK')	image/png	etag:%225ee893c0-3c5bb%22	https://transvelo.github.io/electro-html/2.0/assets/img/500X400/img7.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/500X400/img7.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:16	8875/8875	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-22ab%22	https://transvelo.github.io/electro-html/2.0/assets/img/1920X422/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/1920X422/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:17	172975/172975	---M--	200	added ('OK')	image/png	etag:%225ee893c0-2a3af%22	https://transvelo.github.io/electro-html/2.0/assets/img/374X386/img1.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/374X386/img1.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:17	210184/210184	---M--	200	added ('OK')	image/png	etag:%225ee893c0-33508%22	https://transvelo.github.io/electro-html/2.0/assets/img/416X420/img1.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/416X420/img1.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:18	66941/66941	---M--	200	added ('OK')	image/png	etag:%225ee893c0-1057d%22	https://transvelo.github.io/electro-html/2.0/assets/img/416X420/img3.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/416X420/img3.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:18	78696/78696	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-13368%22	https://transvelo.github.io/electro-html/2.0/assets/img/270X428/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/270X428/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:19	2738/2738	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-ab2%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:19	3208/3208	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-c88%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:20	1200/1200	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-4b0%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:21	1780/1780	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-6f4%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img7.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img7.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:21	2209/2209	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-8a1%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img4.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img4.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:21	1410/1410	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-582%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img5.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img5.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:22	1213/1213	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-4bd%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img6.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img6.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:23	1580/1580	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-62c%22	https://transvelo.github.io/electro-html/2.0/assets/img/150X140/img8.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/150X140/img8.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:23	1661/1661	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-67d%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:23	3682/3682	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-e62%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:24	2623/2623	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-a3f%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:25	3331/3331	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-d03%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img4.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img4.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:25	2638/2638	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-a4e%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img5.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img5.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:26	2998/2998	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-bb6%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img6.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img6.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:26	3277/3277	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-ccd%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X200/img7.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X200/img7.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:27	3133/3133	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-c3d%22	https://transvelo.github.io/electro-html/2.0/assets/img/270X180/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/270X180/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:27	4718/4718	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-126e%22	https://transvelo.github.io/electro-html/2.0/assets/img/246X176/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/246X176/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:28	4934/4934	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-1346%22	https://transvelo.github.io/electro-html/2.0/assets/img/246X176/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/246X176/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:28	3036/3036	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-bdc%22	https://transvelo.github.io/electro-html/2.0/assets/img/246X176/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/246X176/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:29	6610/6610	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-19d2%22	https://transvelo.github.io/electro-html/2.0/assets/img/380X350/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/380X350/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:29	45152/45152	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-b060%22	https://transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:30	2006/2006	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-7d6%22	https://transvelo.github.io/electro-html/2.0/assets/img/100X100/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/100X100/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:30	41046/41046	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-a056%22	https://transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:30	2068/2068	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-814%22	https://transvelo.github.io/electro-html/2.0/assets/img/100X100/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/100X100/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:31	28516/28516	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-6f64%22	https://transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/1920X1080/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:31	1349/1349	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-545%22	https://transvelo.github.io/electro-html/2.0/assets/img/100X100/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/100X100/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:32	16391/16391	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-4007%22	https://transvelo.github.io/electro-html/2.0/assets/img/380X350/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/380X350/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:32	27870/27870	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-6cde%22	https://transvelo.github.io/electro-html/2.0/assets/img/1400X206/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/1400X206/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:33	4412/4412	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-113c%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X305/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X305/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:33	6673/6673	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-1a11%22	https://transvelo.github.io/electro-html/2.0/assets/img/212X305/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/212X305/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:34	8336/8336	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-2090%22	https://transvelo.github.io/electro-html/2.0/assets/img/536X150/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/536X150/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:34	9293/9293	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-244d%22	https://transvelo.github.io/electro-html/2.0/assets/img/536X150/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/536X150/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:35	4029/4029	---M--	200	added ('OK')	image/png	etag:%225ee893c0-fbd%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img1.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img1.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:35	4172/4172	---M--	200	added ('OK')	image/png	etag:%225ee893c0-104c%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img2.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img2.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:35	3258/3258	---M--	200	added ('OK')	image/png	etag:%225ee893c0-cba%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img3.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img3.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:36	4269/4269	---M--	200	added ('OK')	image/png	etag:%225ee893c0-10ad%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img4.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img4.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:36	3582/3582	---M--	200	added ('OK')	image/png	etag:%225ee893c0-dfe%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img5.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img5.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:37	3076/3076	---M--	200	added ('OK')	image/png	etag:%225ee893c0-c04%22	https://transvelo.github.io/electro-html/2.0/assets/img/200X60/img6.png	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/200X60/img6.png	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:37	881/881	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-371%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img1.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img1.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:38	608/608	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-260%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img2.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img2.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:38	856/856	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-358%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img3.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img3.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:38	877/877	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-36d%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img4.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img4.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:39	846/846	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-34e%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img5.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img5.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
21:05:39	912/912	---M--	200	added ('OK')	image/jpeg	etag:%225ee893c0-390%22	https://transvelo.github.io/electro-html/2.0/assets/img/75X75/img6.jpg	D:/xamp/htdocs/kooltechware/transvelo.github.io/electro-html/2.0/assets/img/75X75/img6.jpg	(from https://transvelo.github.io/electro-html/2.0/html/home/home-v2.html)
